属性,数值,关联材料,条件,原文片段,段落来源,DOI,标题
Average_Coulombic_Efficiency_Stable_Cycling,98.6 %,,EIS,The CE of the GCN electrode was 98.6 % at 1.0 mathrm mathrm - 2 and 1.0 mathrm mathrm - 2 over 300 c,A comparison of the nucleation overpotentials of different electrodes further proved the lithiophilicity of mathrm C 3 mathrm N 4 . The nucleation overpotential of GCN was 15 mathrm at 1 mathrm mathrm,10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Average_Coulombic_Efficiency_Stable_Cycling,96.6 %,,EIS,the CEs of the rGO and Cu electrodes began to decay at the 180 mathrm and 50 mathrm cycles with valu,A comparison of the nucleation overpotentials of different electrodes further proved the lithiophilicity of mathrm C 3 mathrm N 4 . The nucleation overpotential of GCN was 15 mathrm at 1 mathrm mathrm,10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Average_Coulombic_Efficiency_Stable_Cycling,95.0 %,,EIS,the CEs of the rGO and Cu electrodes began to decay at the 180 mathrm and 50 mathrm cycles with valu,A comparison of the nucleation overpotentials of different electrodes further proved the lithiophilicity of mathrm C 3 mathrm N 4 . The nucleation overpotential of GCN was 15 mathrm at 1 mathrm mathrm,10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Average_Coulombic_Efficiency_Stable_Cycling,80.0 %,,EIS,"the CE of the GCN electrode in ester electrolyte was shown in Fig. S7, it was 80.0 % at 1.0 mathrm m",A comparison of the nucleation overpotentials of different electrodes further proved the lithiophilicity of mathrm C 3 mathrm N 4 . The nucleation overpotential of GCN was 15 mathrm at 1 mathrm mathrm,10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Average_Coulombic_Efficiency_Stable_Cycling,78.0 %,,EIS,began to decay at the 40 mathrm cycles with a value of 78.0 % at 5.0 mathrm mathrm - 2,A comparison of the nucleation overpotentials of different electrodes further proved the lithiophilicity of mathrm C 3 mathrm N 4 . The nucleation overpotential of GCN was 15 mathrm at 1 mathrm mathrm,10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Areal_Capacity,1.0 mAh/cm2,,EIS,at 1.0 mathrm mathrm - 2 and 1.0 mathrm mathrm - 2,A comparison of the nucleation overpotentials of different electrodes further proved the lithiophilicity of mathrm C 3 mathrm N 4 . The nucleation overpotential of GCN was 15 mathrm at 1 mathrm mathrm,10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Symmetric_Cell_Cycling_Stability,1700 h,,EIS,the LiGCN electrode was stable for over 1700 h at 1.0 mA cm-2,"Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Symmetric_Cell_Cycling_Stability,1100 h,,EIS,When the current density was raised to 2 ... the electrode exhibited a stable cycling performance to,"Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Symmetric_Cell_Cycling_Stability,550 h,,EIS,"When the current density was raised to ... 3.0 mA cm-2, the electrode exhibited a stable cycling per","Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Plateau_Overpotential,40 mV,,EIS,Its voltage hysteresis was less than 40 mV even at a current density as high as 6.0 mA cm-2,"Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Rate_Capability_at_Given_C_rate,138.5 mAh/g,GCN,,the capacities of the LiGCNLFP cell were 138.5 ... at 0.2 C,"Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Rate_Capability_at_Given_C_rate,138.3 mAh/g,GCN,,the capacities of the LiGCNLFP cell were ... 138.3 ... at 0.5 C,"Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Rate_Capability_at_Given_C_rate,135.3 mAh/g,GCN,,the capacities of the LiGCNLFP cell were ... 135.3 ... at 1 C,"Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Rate_Capability_at_Given_C_rate,130 mAh/g,GCN,,the capacities of the LiGCNLFP cell were ... 130 mAh g-1 at ... 2 C,"Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Rate_Recovery_Percent,99.2 %,GCN,,"When the rate was back to 0.2 C, the capacity recovered to 137 mAh g-1 (99.2% retention).","Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Capacity_Retention_at_Nth_Cycle,98.15 %,GCN,,"After 60 cycles, ... LiGCNLFP exhibited capacity retentions of ... 98.15 %","Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Capacity_Retention_at_Nth_Cycle,89.46 %,GCN,,"Even after 100 cycles, the capacity retention ... of LiGCNLFP were 89.46 %","Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Average_Coulombic_Efficiency_Stable_Cycling,98.67 %,GCN,,"Even after 100 cycles, the capacity retention and CE of LiGCNLFP were 89.46 % and 98.67 %, respectiv","Symmetrical cells were fabricated to test the long-cycling stability of the electrodes. As shown in Fig. 5a, the LiGCN electrode was stable for over 1700 mathrm h at 1.0 mathrm mathrm - 2 . It exhibit",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,45.9 Ω,,EIS, Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0 (R(SEI) before cycling),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,13.7 Ω,,EIS, Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0 (R(ct) before cycling),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,51.2 Ω,,EIS, Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0 (R(SEI) 50th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,14.4 Ω,,EIS, Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0 (R(ct) 50th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,18.7 Ω,,EIS, Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0 (R(SEI) 100th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,17.0 Ω,,EIS, Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0 (R(ct) 100th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,15.8 Ω,,EIS, Li@rGO; 15.8; 4.9; 10.8; 8.3; 11.3; 8.3 (R(SEI) before cycling),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,4.9 Ω,,EIS, Li@rGO; 15.8; 4.9; 10.8; 8.3; 11.3; 8.3 (R(ct) before cycling),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,10.8 Ω,,, Li@rGO; 15.8; 4.9; 10.8; 8.3; 11.3; 8.3 (R(SEI) 50th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,8.3 Ω,,, Li@rGO; 15.8; 4.9; 10.8; 8.3; 11.3; 8.3 (R(ct) 50th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,11.3 Ω,,1.0 mA/cm2, Li@rGO; 15.8; 4.9; 10.8; 8.3; 11.3; 8.3 (R(SEI) 100th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,8.3 Ω,,1.0 mA/cm2, Li@rGO; 15.8; 4.9; 10.8; 8.3; 11.3; 8.3 (R(ct) 100th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,9.7 Ω,,5.0 mA/cm2, Li@GCN; 9.7; 9.2; 9.3; 6.0; 7.9; 4.0 (R(SEI) before cycling),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,9.2 Ω,,5.0 mA/cm2, Li@GCN; 9.7; 9.2; 9.3; 6.0; 7.9; 4.0 (R(ct) before cycling),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,9.3 Ω,,1.0 mA/cm2 | galvanostatic cycling | symmetric_cell, Li@GCN; 9.7; 9.2; 9.3; 6.0; 7.9; 4.0 (R(SEI) 50th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,6.0 Ω,,1.0 mA/cm2 | galvanostatic cycling | symmetric_cell, Li@GCN; 9.7; 9.2; 9.3; 6.0; 7.9; 4.0 (R(ct) 50th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,7.9 Ω,,1 C | galvanostatic cycling | full_cell, Li@GCN; 9.7; 9.2; 9.3; 6.0; 7.9; 4.0 (R(SEI) 100th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
Interfacial_Resistance_RSEI_or_Rct,4.0 Ω,,1 C | galvanostatic cycling | full_cell, Li@GCN; 9.7; 9.2; 9.3; 6.0; 7.9; 4.0 (R(ct) 100th cycles),"TABLE DATA BLOCK
Headers: ; Before cycling; 50thcycles; 100thcycles
Rows:
Row 1: ; R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω); R(SEI) (Ω); R(ct) (Ω)
Row 2: Li@Cu; 45.9; 13.7; 51.2; 14.4; 18.7; 17.0
",10.1007/s40843-021-1676-3,Highly elastic wrinkled structures for stable and low volume-expansion lithium m
